Date,Open,High,Low,Close,Volume
2009-07-24,1579.25,1600.03,1576.51,1599.06,2232920000
2009-07-27,1597.02,1602.28,1580.52,1599.31,2141690000
2009-07-28,1590.77,1609.17,1583.27,1605.47,2206850000
2009-07-29,1596.81,1602.49,1586.04,1599.61,2072650000
2009-07-30,1614.11,1632.97,1606.72,1609.87,2525670000
2009-07-31,1608.26,1619.67,1602.25,1603.36,2190380000
2009-08-03,1619.24,1628.30,1611.60,1628.12,2155720000
2009-08-04,1619.09,1633.16,1616.54,1628.49,2235010000
2009-08-05,1631.75,1631.75,1604.09,1614.44,2353550000
2009-08-06,1618.01,1623.25,1595.36,1600.29,2408400000
2009-08-07,1620.74,1628.44,1609.54,1619.49,2323980000
2009-08-10,1612.73,1619.02,1599.46,1610.43,1844700000
2009-08-11,1603.68,1605.80,1587.40,1594.69,1915530000
2009-08-12,1595.26,1634.12,1594.76,1619.59,2140190000
2009-08-13,1628.37,1632.20,1611.24,1628.65,2084370000
2009-08-14,1623.49,1624.47,1596.95,1611.58,1923410000
2009-08-17,1583.29,1583.29,1563.14,1564.89,1924190000
2009-08-18,1573.32,1588.89,1569.22,1586.50,1749420000
2009-08-19,1568.41,1600.23,1566.44,1596.61,1977750000
2009-08-20,1594.58,1618.12,1593.12,1614.22,1958470000
2009-08-21,1620.47,1639.23,1615.12,1637.78,2259140000
2009-08-24,1641.45,1648.18,1629.77,1634.78,2046370000
2009-08-25,1640.42,1655.25,1635.38,1639.90,1936980000
2009-08-26,1636.82,1648.77,1628.41,1637.00,2037560000
2009-08-27,1636.13,1643.18,1611.73,1640.97,2140540000
2009-08-28,1661.49,1668.01,1631.47,1643.24,2340180000
2009-08-31,1628.21,1632.07,1616.52,1625.19,2256210000
2009-09-01,1620.09,1648.27,1591.01,1595.84,2778570000
2009-09-02,1588.09,1602.90,1586.55,1594.28,1974330000
2009-09-03,1601.16,1607.15,1585.56,1605.98,1853450000
2009-09-04,1609.63,1639.90,1606.47,1638.07,1722150000
2009-09-08,1651.64,1655.62,1643.44,1654.81,2037180000
2009-09-09,1655.92,1676.25,1648.92,1669.23,2493930000
2009-09-10,1668.64,1686.27,1665.49,1686.16,2451330000
2009-09-11,1684.84,1689.68,1674.14,1685.46,2318050000
2009-09-14,1673.55,1693.76,1673.13,1693.76,2157600000
2009-09-15,1691.28,1703.46,1688.46,1699.53,2372990000
2009-09-16,1705.97,1724.67,1699.74,1723.73,2707080000
2009-09-17,1721.58,1732.42,1714.33,1721.09,2615780000
2009-09-18,1728.91,1731.87,1716.45,1725.24,3023010000
2009-09-21,1717.37,1735.32,1714.10,1731.58,2408860000
2009-09-22,1740.13,1740.13,1727.50,1734.09,2490480000
2009-09-23,1739.93,1754.54,1722.99,1724.27,2683250000
2009-09-24,1732.95,1734.92,1698.69,1709.76,2607280000
2009-09-25,1696.99,1710.29,1690.68,1694.15,2363930000
2009-09-28,1702.95,1733.79,1702.52,1724.59,1890030000
2009-09-29,1724.20,1732.31,1709.28,1717.67,2062970000
2009-09-30,1723.91,1731.44,1691.76,1718.99,2640660000
2009-10-01,1710.50,1711.70,1666.41,1666.41,2708170000
2009-10-02,1656.77,1676.22,1656.57,1662.49,2448110000
2009-10-05,1668.70,1682.77,1660.37,1675.64,2156250000
2009-10-06,1684.75,1712.59,1684.08,1705.25,2413450000
2009-10-07,1701.40,1710.45,1698.63,1710.45,2220910000
2009-10-08,1720.91,1732.11,1713.60,1717.79,2366950000
2009-10-09,1713.47,1729.22,1710.58,1727.76,1936850000
2009-10-12,1732.75,1742.18,1719.02,1729.63,1784280000
2009-10-13,1729.16,1737.39,1722.68,1730.27,2020110000
2009-10-14,1750.26,1756.25,1742.25,1754.26,2348620000
2009-10-15,1747.81,1753.36,1742.89,1753.36,2140090000
2009-10-16,1747.47,1747.47,1727.56,1739.32,2209950000
2009-10-19,1741.43,1758.50,1732.02,1756.68,1970440000
2009-10-20,1766.05,1766.72,1745.81,1756.19,2110580000
2009-10-21,1754.71,1780.83,1750.91,1753.56,2565680000
2009-10-22,1749.30,1767.58,1739.59,1763.15,2265230000
2009-10-23,1774.05,1777.57,1749.03,1753.63,2441920000
2009-10-26,1756.50,1778.48,1739.96,1746.75,2316210000
2009-10-27,1746.99,1751.65,1715.11,1722.46,2384620000
2009-10-28,1712.80,1719.82,1679.35,1682.06,2769570000
2009-10-29,1694.27,1714.36,1688.68,1711.27,2301370000
2009-10-30,1707.92,1712.93,1663.94,1667.13,2610280000
2009-11-02,1667.06,1689.30,1652.44,1672.91,2408320000
2009-11-03,1661.85,1679.42,1660.10,1679.20,2061050000
2009-11-04,1687.12,1701.47,1678.17,1680.67,2217520000
2009-11-05,1700.07,1722.93,1697.94,1721.09,2209690000
2009-11-06,1709.82,1733.22,1709.44,1730.76,1829150000
2009-11-09,1743.55,1768.41,1742.97,1768.40,2004700000
2009-11-10,1765.52,1777.86,1763.89,1773.17,1997240000
2009-11-11,1784.90,1793.52,1772.47,1782.95,1851790000
2009-11-12,1784.69,1794.12,1769.64,1773.14,2212370000
2009-11-13,1780.04,1793.17,1773.29,1788.61,1876220000
2009-11-16,1794.88,1814.25,1793.63,1807.56,2105020000
2009-11-17,1802.04,1812.21,1797.74,1812.21,1887240000
2009-11-18,1807.11,1807.53,1789.66,1801.74,1990220000
2009-11-19,1788.75,1789.00,1761.11,1773.19,2208700000
2009-11-20,1760.54,1768.35,1758.00,1764.39,1962760000
2009-11-23,1782.92,1801.22,1782.91,1792.94,1840170000
2009-11-24,1791.54,1792.18,1776.10,1786.25,1858490000
2009-11-25,1790.69,1795.27,1786.87,1793.67,1398610000
2009-11-27,1743.39,1779.26,1742.20,1765.46,971990000
2009-11-30,1762.99,1770.87,1750.88,1767.43,1986050000
2009-12-01,1782.85,1798.48,1782.85,1787.71,2151300000
2009-12-02,1791.61,1805.97,1786.23,1790.82,2068920000
2009-12-03,1795.25,1806.35,1781.76,1782.91,2001660000
2009-12-04,1808.60,1815.60,1773.31,1791.91,2305950000
2009-12-07,1791.35,1797.63,1779.47,1783.65,1878980000
2009-12-08,1772.39,1786.04,1760.86,1772.73,1981800000
2009-12-09,1770.05,1791.13,1759.34,1789.70,1906210000
2009-12-10,1799.85,1808.23,1797.03,1799.37,1946370000
2009-12-11,1808.84,1810.31,1784.82,1792.06,1754430000
2009-12-14,1802.28,1810.75,1794.30,1809.09,1841890000
2009-12-15,1801.58,1813.38,1793.60,1798.21,1946960000
2009-12-16,1805.53,1814.49,1798.52,1800.82,2022440000
2009-12-17,1791.46,1794.79,1777.08,1778.27,1904840000
2009-12-18,1794.12,1808.26,1790.14,1807.36,2848410000
2009-12-21,1818.39,1835.00,1818.39,1828.79,1808830000
2009-12-22,1833.72,1841.64,1832.10,1839.51,1724200000
2009-12-23,1842.65,1853.15,1839.12,1851.99,1582900000
2009-12-24,1856.06,1869.90,1855.78,1869.84,632650000
2009-12-28,1874.71,1882.58,1868.14,1878.18,1232130000
2009-12-29,1879.72,1881.06,1871.13,1872.02,1177710000
2009-12-30,1872.63,1881.15,1869.60,1878.65,1312670000
2009-12-31,1881.71,1882.46,1860.31,1860.31,1237820000
2010-01-04,1882.69,1890.02,1881.63,1886.70,1931380000
2010-01-05,1887.28,1891.33,1877.52,1888.43,2367860000
2010-01-06,1887.91,1893.21,1873.90,1878.42,2253340000
2010-01-07,1878.16,1881.33,1867.62,1876.72,2270050000
2010-01-08,1870.90,1893.25,1868.55,1892.59,2145390000
2010-01-11,1896.05,1897.49,1876.25,1886.24,2077890000
2010-01-12,1874.75,1876.37,1852.31,1861.79,2368320000
2010-01-13,1868.20,1890.81,1855.27,1886.13,2318350000
2010-01-14,1880.46,1891.73,1880.35,1886.52,2254170000
2010-01-15,1887.31,1893.48,1857.11,1864.52,2637770000
2010-01-19,1869.24,1896.54,1868.83,1895.48,2045290000
2010-01-20,1882.06,1882.31,1848.09,1867.95,2351890000
2010-01-21,1874.54,1885.01,1842.86,1850.57,2877800000
2010-01-22,1842.11,1849.21,1791.40,1794.82,2817620000
2010-01-25,1806.60,1813.65,1794.68,1802.39,2134350000
2010-01-26,1798.36,1825.95,1792.04,1803.86,2361260000
2010-01-27,1801.67,1823.80,1790.10,1818.90,2492880000
2010-01-28,1805.64,1805.85,1762.10,1771.10,2829640000
2010-01-29,1787.14,1789.93,1734.03,1741.04,3090580000
2010-02-01,1745.91,1760.72,1744.26,1760.72,2234140000
2010-02-02,1760.65,1780.17,1750.39,1776.92,2468470000
2010-02-03,1767.14,1787.89,1766.60,1784.70,2303350000
2010-02-04,1771.78,1775.37,1732.99,1732.99,2801390000
2010-02-05,1739.19,1748.77,1712.89,1746.12,2811100000
2010-02-08,1744.02,1755.65,1734.12,1734.88,2036280000
2010-02-09,1756.28,1768.58,1739.24,1753.84,2296420000
2010-02-10,1752.46,1760.61,1738.46,1749.76,2059940000
2010-02-11,1747.55,1780.05,1739.02,1775.74,2141260000
2010-02-12,1761.29,1783.70,1756.65,1779.11,2236180000
2010-02-16,1792.90,1802.48,1782.73,1802.06,2072850000
2010-02-17,1808.55,1811.20,1799.25,1810.86,2103530000
2010-02-18,1809.01,1825.82,1806.76,1823.39,2076820000
2010-02-19,1816.94,1830.38,1813.08,1823.32,2166660000
2010-02-22,1828.69,1829.18,1811.52,1817.63,1976290000
2010-02-23,1815.43,1817.96,1786.46,1793.82,2310910000
2010-02-24,1803.29,1819.50,1801.04,1812.51,2155810000
2010-02-25,1791.15,1815.94,1781.12,1812.91,2300530000
2010-02-26,1812.24,1822.20,1804.09,1818.68,2283430000
2010-03-01,1826.62,1848.10,1826.61,1846.40,2504940000
2010-03-02,1851.79,1862.64,1847.03,1851.21,2831870000
2010-03-03,1854.71,1861.15,1846.22,1851.57,2603510000
2010-03-04,1852.70,1860.76,1844.92,1859.72,2186020000
2010-03-05,1871.62,1889.68,1869.10,1888.56,2411880000
2010-03-08,1888.04,1894.75,1887.66,1890.89,2312310000
2010-03-09,1885.99,1911.38,1885.99,1901.38,2620360000
2010-03-10,1901.24,1920.66,1901.11,1917.35,2554740000
2010-03-11,1911.07,1923.81,1908.39,1923.81,2256790000
2010-03-12,1930.00,1930.17,1916.41,1924.43,2098780000
2010-03-15,1918.14,1924.49,1906.01,1920.09,1956170000
2010-03-16,1924.27,1933.96,1918.98,1932.24,2201880000
2010-03-17,1934.65,1945.90,1930.91,1936.22,2281410000
2010-03-18,1937.63,1945.28,1934.17,1943.94,2173060000
2010-03-19,1943.96,1949.14,1924.72,1932.43,3055760000
2010-03-22,1922.73,1956.48,1921.71,1949.59,2448130000
2010-03-23,1952.54,1964.14,1943.25,1963.20,2465230000
2010-03-24,1956.63,1958.60,1948.85,1951.84,2436100000
2010-03-25,1966.56,1976.38,1948.50,1949.15,2704870000
2010-03-26,1958.27,1965.52,1942.21,1952.63,2367930000
2010-03-29,1960.63,1968.43,1956.60,1961.22,1967850000
2010-03-30,1966.51,1974.47,1955.22,1967.96,2147270000
2010-03-31,1962.17,1969.90,1955.15,1958.34,2368690000
2010-04-01,1968.44,1979.49,1943.97,1959.56,2340270000
2010-04-05,1964.03,1981.07,1958.01,1977.83,2130340000
2010-04-06,1971.09,1988.04,1968.17,1981.95,2220390000
2010-04-07,1980.20,1987.34,1967.14,1977.30,2984850000
2010-04-08,1972.82,1984.90,1962.04,1980.73,2428900000
2010-04-09,1984.01,1994.48,1978.04,1994.43,2215530000
2010-04-12,1995.35,2000.56,1990.78,1995.65,2161650000
2010-04-13,1994.34,2006.51,1986.83,2003.81,2665420000
2010-04-14,2015.61,2029.06,2012.98,2028.82,3143270000
2010-04-15,2027.92,2040.49,2027.52,2038.64,2840660000
2010-04-16,2030.34,2037.47,2000.77,2012.84,2960950000
2010-04-19,2011.40,2018.93,1988.37,2013.53,2223650000
2010-04-20,2025.04,2027.44,2009.55,2023.60,2157100000
2010-04-21,2037.15,2040.83,2021.72,2034.53,2715900000
2010-04-22,2016.49,2047.11,2002.97,2045.16,2800840000
2010-04-23,2042.80,2055.63,2036.99,2055.33,2517010000
2010-04-26,2054.84,2059.42,2045.64,2049.09,2491040000
2010-04-27,2040.43,2049.90,2001.02,2006.25,2864810000
2010-04-28,2016.52,2017.92,1991.95,2007.59,2755190000
2010-04-29,2020.51,2045.86,2019.32,2042.89,3069640000
2010-04-30,2040.58,2044.39,2000.26,2000.63,2841130000
2010-05-03,2010.94,2039.52,2010.91,2031.60,2398370000
2010-05-04,2003.59,2003.59,1955.39,1968.97,3052590000
2010-05-05,1947.35,1971.10,1936.56,1958.26,3041480000
2010-05-06,1948.25,1964.10,1752.31,1893.75,4553600000
2010-05-07,1879.76,1901.89,1808.07,1849.44,4227720000
2010-05-10,1931.52,1942.64,1923.52,1942.61,2871800000
2010-05-11,1920.24,1966.48,1918.12,1940.48,2548840000
2010-05-12,1951.99,1977.42,1947.20,1975.58,2351900000
2010-05-13,1969.44,1983.13,1940.44,1945.52,2375250000
2010-05-14,1928.58,1929.91,1885.51,1907.10,2653020000
2010-05-17,1911.38,1920.75,1872.92,1915.45,2434480000
2010-05-18,1929.12,1933.25,1878.55,1887.06,2490310000
2010-05-19,1879.32,1894.41,1850.96,1873.42,2646160000
2010-05-20,1830.17,1839.99,1798.20,1800.12,3420420000
2010-05-21,1772.34,1834.69,1767.94,1822.77,3389670000
2010-05-24,1818.46,1841.11,1814.17,1815.28,2150020000
2010-05-25,1769.32,1818.28,1756.63,1815.68,2946380000
2010-05-26,1827.58,1850.80,1793.03,1796.47,3077300000
2010-05-27,1837.65,1863.87,1831.78,1862.71,2408220000
2010-05-28,1865.89,1867.72,1836.23,1852.39,2165590000
2010-06-01,1846.60,1878.04,1832.96,1835.04,2167810000
2010-06-02,1844.69,1879.59,1832.58,1879.59,2190140000
2010-06-03,1883.25,1898.93,1871.59,1895.66,2249050000
2010-06-04,1857.83,1879.31,1824.71,1832.04,2342480000
2010-06-07,1839.77,1845.30,1795.54,1798.16,2256670000
2010-06-08,1799.26,1805.84,1770.46,1795.70,2696580000
2010-06-09,1805.87,1823.21,1774.05,1778.92,2325060000
2010-06-10,1800.57,1831.81,1796.32,1830.09,2187840000
2010-06-11,1814.25,1848.62,1811.99,1847.15,1877120000
2010-06-14,1862.70,1876.94,1844.16,1845.48,1951910000
2010-06-15,1855.69,1898.79,1855.69,1897.48,2289060000
2010-06-16,1891.26,1913.21,1888.22,1905.31,1936400000
2010-06-17,1914.75,1916.24,1894.27,1910.65,1821680000
2010-06-18,1911.06,1925.20,1906.85,1913.48,2037230000
2010-06-21,1939.77,1939.77,1885.20,1895.84,1910700000
2010-06-22,1903.31,1917.26,1877.97,1880.54,1934450000
2010-06-23,1883.97,1889.73,1859.05,1874.42,1929450000
2010-06-24,1868.47,1871.13,1839.32,1844.59,2064360000
2010-06-25,1848.82,1857.31,1829.30,1838.52,3540350000
2010-06-28,1843.27,1852.66,1823.51,1836.00,1876740000
2010-06-29,1805.55,1807.09,1752.56,1764.06,2827090000
2010-06-30,1761.98,1776.61,1734.90,1739.14,2221560000
2010-07-01,1741.93,1747.25,1700.04,1734.41,2717070000
2010-07-02,1736.25,1742.36,1712.92,1728.34,1672320000
2010-07-06,1752.98,1763.88,1719.20,1734.68,2173030000
2010-07-07,1739.01,1790.18,1736.99,1789.72,2199500000
2010-07-08,1801.55,1805.83,1777.44,1798.31,2034030000
2010-07-09,1797.04,1815.24,1793.00,1814.79,1592610000
2010-07-12,1814.49,1831.62,1808.70,1821.03,1767970000
2010-07-13,1835.02,1851.25,1822.25,1845.03,2278480000
2010-07-14,1847.92,1863.52,1840.62,1853.41,2213010000
2010-07-15,1849.24,1860.35,1830.70,1856.24,2011600000
2010-07-16,1845.50,1850.73,1802.54,1803.48,2195150000
2010-07-19,1807.99,1822.71,1794.56,1819.28,1735090000
2010-07-20,1789.93,1841.16,1784.55,1840.67,1933270000
2010-07-21,1859.60,1859.85,1813.28,1817.30,2222030000
2010-07-22,1842.38,1870.41,1842.38,1863.10,2213220000
2010-07-23,1851.81,1875.38,1846.32,1875.38,2410600000
2010-07-26,1875.77,1890.40,1867.84,1890.40,2164280000
2010-07-27,1899.13,1900.15,1880.22,1888.81,2065390000
2010-07-28,1887.46,1894.69,1866.68,1872.62,1848520000
2010-07-29,1884.07,1887.41,1841.36,1860.30,2324590000
2010-07-30,1842.33,1874.64,1833.90,1864.00,2138610000
2010-08-02,1886.61,1902.67,1879.77,1898.99,1953200000
2010-08-03,1898.46,1898.63,1881.58,1891.81,1997030000
2010-08-04,1898.81,1911.01,1891.23,1909.20,2021980000
2010-08-05,1900.07,1907.80,1892.50,1904.95,1774300000
2010-08-06,1883.32,1905.01,1873.44,1902.88,1876630000
2010-08-09,1911.38,1918.78,1902.98,1915.17,1614580000
2010-08-10,1896.71,1908.73,1882.60,1899.24,2039590000
2010-08-11,1866.00,1866.00,1838.89,1845.38,2274460000
2010-08-12,1808.63,1839.24,1807.46,1832.17,2189680000
2010-08-13,1825.29,1832.46,1818.30,1818.80,1605040000
2010-08-16,1806.97,1834.05,1801.74,1821.51,1627620000
2010-08-17,1833.15,1860.68,1831.27,1845.37,1736870000
2010-08-18,1841.42,1862.37,1834.20,1850.80,1654560000
2010-08-19,1842.79,1847.62,1811.57,1823.00,2094800000
2010-08-20,1818.42,1829.92,1810.62,1825.75,1898500000
2010-08-23,1833.33,1842.79,1807.84,1808.31,1665900000
2010-08-24,1783.20,1793.43,1767.36,1775.27,2141650000
2010-08-25,1762.68,1798.38,1758.62,1790.88,2019480000
2010-08-26,1797.35,1800.62,1767.85,1769.02,1804510000
2010-08-27,1780.11,1794.29,1747.32,1791.64,2134550000
2010-08-30,1785.98,1798.47,1772.07,1772.07,1585200000
2010-08-31,1762.54,1781.47,1755.38,1767.43,2084110000
2010-09-01,1791.91,1824.66,1791.41,1820.05,2133970000
2010-09-02,1822.83,1840.58,1817.99,1840.58,1680590000
2010-09-03,1864.03,1870.31,1851.60,1870.31,1647790000
2010-09-07,1862.88,1870.06,1854.43,1856.50,1685240000
2010-09-08,1863.71,1887.17,1863.53,1880.00,2018210000
2010-09-09,1897.01,1897.93,1882.79,1886.14,1706650000
2010-09-10,1887.83,1895.92,1879.71,1892.34,1692470000
2010-09-13,1908.75,1924.61,1908.41,1921.67,1937630000
2010-09-14,1917.83,1938.01,1913.71,1928.59,2079030000
2010-09-15,1923.97,1942.34,1918.10,1939.60,2067130000
2010-09-16,1937.18,1949.39,1931.72,1948.11,1809280000
2010-09-17,1959.26,1961.01,1945.52,1955.83,2432480000
2010-09-20,1962.15,1992.80,1960.43,1989.43,1989520000
2010-09-21,1990.19,2002.79,1980.47,1989.11,2125100000
2010-09-22,1979.90,1996.45,1972.83,1982.76,2170210000
2010-09-23,1968.03,2002.46,1967.82,1982.15,1923110000
2010-09-24,2006.53,2023.85,2002.55,2023.84,1993380000
2010-09-27,2021.68,2026.42,2010.53,2010.99,1873120000
2010-09-28,2013.57,2017.57,1979.74,2012.43,2125730000
2010-09-29,2008.14,2017.24,2000.91,2009.08,2077930000
2010-09-30,2021.49,2029.65,1986.33,1998.04,2418300000
2010-10-01,2014.47,2017.23,1987.71,1996.60,1932650000
2010-10-04,1990.13,1997.67,1963.68,1975.33,1901980000
2010-10-05,1996.38,2026.46,1996.21,2024.63,2203470000
2010-10-06,2021.21,2024.92,1992.65,2006.52,2103800000
2010-10-07,2016.08,2017.44,1996.25,2011.63,1846240000
2010-10-08,2014.99,2030.89,1999.89,2027.03,2000980000
2010-10-11,2028.53,2037.12,2021.43,2026.98,1539990000
2010-10-12,2023.75,2045.08,2007.13,2041.55,1960920000
2010-10-13,2052.50,2067.06,2048.05,2057.25,2294450000
2010-10-14,2058.35,2062.26,2043.70,2054.51,2014540000
2010-10-15,2078.63,2097.73,2062.84,2097.73,2232810000
2010-10-18,2100.21,2105.07,2091.15,2104.15,1724710000
2010-10-19,2063.96,2087.05,2054.61,2069.73,2241840000
2010-10-20,2075.47,2100.16,2072.54,2085.75,2016770000
2010-10-21,2097.17,2106.24,2069.45,2090.10,2135480000
2010-10-22,2089.22,2105.44,2086.89,2104.21,1648180000
2010-10-25,2113.23,2127.26,2112.28,2113.55,1746320000
2010-10-26,2100.53,2123.81,2094.84,2119.05,1914350000
2010-10-27,2108.11,2127.21,2104.99,2125.88,2013240000
2010-10-28,2135.14,2135.69,2112.09,2129.73,1998340000
2010-10-29,2126.76,2137.33,2124.45,2124.45,2068700000
2010-11-01,2135.57,2148.07,2117.59,2128.42,1904790000
2010-11-02,2146.98,2155.46,2141.62,2151.72,1914980000
2010-11-03,2151.19,2159.68,2132.69,2158.36,1990410000
2010-11-04,2183.10,2193.66,2179.06,2187.80,2492050000
2010-11-05,2188.32,2191.24,2179.86,2186.71,2092850000
2010-11-08,2179.70,2191.49,2176.67,2188.94,1799330000
2010-11-09,2195.78,2200.16,2166.96,2176.88,2157370000
2010-11-10,2178.36,2189.38,2162.63,2187.74,1998930000
2010-11-11,2153.82,2177.21,2145.09,2173.11,2559980000
2010-11-12,2161.66,2171.23,2122.42,2137.95,2191790000
2010-11-15,2147.06,2152.89,2129.69,2131.48,1852210000
2010-11-16,2114.43,2126.16,2085.27,2093.63,2234090000
2010-11-17,2093.72,2111.06,2090.34,2100.00,1816260000
2010-11-18,2124.79,2147.97,2121.86,2134.77,2046660000
2010-11-19,2129.61,2138.88,2121.11,2135.27,1839670000
2010-11-22,2126.40,2151.00,2121.74,2150.86,1850570000
2010-11-23,2128.19,2132.69,2105.61,2116.61,1892260000
2010-11-24,2138.24,2165.15,2138.15,2160.52,1634640000
2010-11-26,2146.38,2160.55,2142.69,2153.91,623980000
2010-11-29,2144.04,2150.71,2118.94,2144.56,1683260000
2010-11-30,2119.47,2131.50,2110.24,2117.33,2317480000
2010-12-01,2150.64,2173.42,2150.64,2162.83,2109940000
2010-12-02,2166.57,2187.82,2164.53,2185.30,2038130000
2010-12-03,2177.11,2192.89,2176.28,2191.17,1810400000
2010-12-06,2192.12,2193.86,2183.03,2189.81,1617030000
2010-12-07,2214.99,2215.28,2188.74,2189.35,1906290000
2010-12-08,2195.33,2201.34,2182.99,2200.60,1763460000
2010-12-09,2210.73,2213.01,2193.92,2201.57,1924980000
2010-12-10,2206.47,2217.48,2199.69,2215.34,1736730000
2010-12-13,2223.89,2225.22,2207.02,2207.45,1835330000
2010-12-14,2213.23,2220.42,2205.21,2212.59,1853270000
2010-12-15,2210.51,2223.67,2196.88,2202.45,1863980000
2010-12-16,2205.27,2221.98,2198.86,2218.02,1735290000
2010-12-17,2222.01,2227.04,2217.11,2218.29,2421830000
2010-12-20,2225.41,2230.55,2206.30,2223.04,1707950000
2010-12-21,2230.61,2235.58,2226.25,2234.57,1647550000
2010-12-22,2234.60,2238.92,2231.97,2235.91,1614040000
2010-12-23,2232.84,2235.11,2225.29,2230.27,1270290000
2010-12-27,2223.76,2234.42,2208.80,2229.86,1097100000
2010-12-28,2234.56,2236.17,2222.76,2227.42,1130200000
2010-12-29,2232.33,2236.19,2229.87,2231.64,1122150000
2010-12-30,2230.39,2232.38,2222.77,2225.72,1074350000
2010-12-31,2223.28,2225.00,2209.38,2217.86,1026600000
2011-01-03,2238.66,2268.30,2237.79,2254.23,1919660000
2011-01-04,2261.65,2263.03,2237.73,2251.46,2015440000
2011-01-05,2245.40,2271.08,2243.88,2270.40,2060750000
2011-01-06,2272.33,2279.45,2268.59,2277.51,2095490000
2011-01-07,2280.13,2282.87,2254.22,2276.70,1976220000
2011-01-10,2270.65,2288.64,2265.00,2284.38,1868870000
2011-01-11,2294.66,2296.15,2279.48,2288.73,1893100000
2011-01-12,2298.63,2304.88,2289.05,2304.88,1873960000
2011-01-13,2303.60,2310.82,2298.62,2305.53,1923900000
2011-01-14,2304.37,2323.43,2300.25,2323.43,2020210000
2011-01-18,2300.93,2331.32,2299.37,2328.79,2020190000
2011-01-19,2329.93,2331.63,2294.89,2303.32,2130930000
2011-01-20,2292.17,2295.24,2268.59,2286.08,2323250000
2011-01-21,2295.15,2301.05,2267.17,2268.32,1916960000
2011-01-24,2271.73,2300.39,2268.72,2300.39,1871300000
2011-01-25,2288.50,2304.04,2283.79,2304.03,1936120000
2011-01-26,2306.99,2321.22,2300.11,2314.19,2031410000
2011-01-27,2322.33,2336.04,2319.23,2330.07,2020550000
2011-01-28,2330.07,2330.07,2260.60,2270.51,2371140000
2011-01-31,2274.22,2287.50,2258.05,2281.91,1952310000
2011-02-01,2298.37,2329.34,2296.74,2324.95,2255990000
2011-02-02,2317.89,2328.80,2316.22,2321.09,2024600000
2011-02-03,2316.67,2327.24,2297.79,2323.07,1941260000
2011-02-04,2324.18,2338.66,2318.27,2338.20,1956710000
2011-02-07,2340.44,2360.82,2338.87,2349.20,1768090000
2011-02-08,2348.53,2363.76,2344.86,2363.61,1803010000
2011-02-09,2359.81,2367.19,2352.46,2360.95,1930820000
2011-02-10,2343.79,2366.28,2341.81,2364.35,2497540000
2011-02-11,2357.77,2381.40,2353.28,2379.15,2066700000
2011-02-14,2379.52,2388.63,2378.16,2385.60,1964780000
2011-02-15,2380.16,2384.81,2371.19,2381.92,2006220000
2011-02-16,2389.51,2403.52,2387.66,2397.94,2276980000
2011-02-17,2384.69,2400.89,2384.22,2397.57,1939320000
2011-02-18,2396.75,2400.47,2382.39,2392.47,2109460000
2011-02-22,2353.81,2366.43,2318.40,2322.86,2262100000
2011-02-23,2321.44,2329.13,2284.65,2300.94,2479150000
2011-02-24,2306.94,2321.20,2285.44,2313.31,2065290000
2011-02-25,2326.13,2349.51,2325.71,2346.29,1867820000
2011-02-28,2354.87,2362.79,2338.21,2350.99,2009500000
2011-03-01,2359.78,2359.98,2308.05,2315.26,2212860000
2011-03-02,2314.28,2340.80,2311.99,2326.77,1986900000
2011-03-03,2350.52,2375.67,2350.18,2371.76,1990380000
2011-03-04,2370.34,2371.23,2344.62,2359.96,1897900000
2011-03-07,2367.92,2370.91,2307.39,2328.07,2189970000
2011-03-08,2325.13,2347.51,2310.96,2337.55,1835540000
2011-03-09,2328.80,2330.68,2309.28,2322.69,1996700000
2011-03-10,2295.09,2300.53,2276.12,2284.29,2363330000
2011-03-11,2275.29,2305.97,2275.07,2299.26,1851810000
2011-03-14,2286.77,2302.92,2274.08,2290.72,1782070000
2011-03-15,2218.30,2271.58,2217.43,2259.62,2359830000
2011-03-16,2240.83,2252.13,2188.92,2202.97,2596000000
2011-03-17,2238.85,2247.93,2223.13,2225.24,1994360000
2011-03-18,2249.18,2249.39,2217.95,2221.07,1986900000
2011-03-21,2250.89,2273.11,2249.46,2262.70,1751060000
2011-03-22,2264.07,2266.09,2253.08,2257.96,1657430000
2011-03-23,2251.49,2276.62,2234.94,2270.50,1769950000
2011-03-24,2287.01,2315.56,2275.65,2312.09,1954180000
2011-03-25,2319.07,2331.63,2314.02,2316.36,1857570000
2011-03-28,2325.13,2326.12,2303.06,2303.10,1669260000
2011-03-29,2299.27,2325.54,2291.78,2325.54,1631160000
2011-03-30,2338.41,2340.39,2326.79,2336.52,1818410000
2011-03-31,2332.74,2342.24,2329.62,2338.99,1896420000
2011-04-01,2352.47,2359.16,2334.95,2342.92,2090120000
2011-04-04,2347.71,2350.34,2324.02,2334.54,1705920000
2011-04-05,2330.12,2342.34,2323.41,2327.87,1954520000
2011-04-06,2343.37,2352.25,2320.32,2332.34,1996750000
2011-04-07,2331.74,2346.86,2315.83,2332.88,1806900000
2011-04-08,2342.74,2345.41,2313.33,2321.18,1650810000
2011-04-11,2330.26,2333.98,2305.53,2314.50,2053190000
2011-04-12,2302.89,2308.20,2288.68,2298.30,1818610000
2011-04-13,2312.80,2322.60,2298.82,2316.63,1744940000
2011-04-14,2301.27,2315.22,2291.79,2311.25,1717650000
2011-04-15,2304.46,2316.82,2293.53,2307.58,1785050000
